Hash, Count
ABILITY_CARD__DEFAULT_DAMAGE_DEALT_INDICATOR, 262
ABILITY_CARD__DEFAULT_DAMAGE_DEALT_ON_HORSEBACK_INDICATOR, 262
ABILITY_CARD__DEFAULT_DAMAGE_TAKEN_INDICATOR, 262
ABILITY_CARD__DEFAULT_DAMAGE_TAKEN_ON_HORSEBACK_INDICATOR, 262
ABILITY_CARD__DEFAULT_DEADEYE_DURATION_TIER_1_COST, 262
ABILITY_CARD__DEFAULT_DEADEYE_DURATION_TIER_2_COST, 262
ABILITY_CARD__DEFAULT_DEADEYE_DURATION_TIER_3_COST, 262
ABILITY_CARD__DEFAULT_WINDED_INDICATOR, 262
ABILITY_CARD__EYE_FOR_AN_EYE_INDICATOR, 262
ABILITY_CARD__EYE_FOR_AN_EYE_TIER_1, 262
ABILITY_CARD__EYE_FOR_AN_EYE_TIER_1_EFFECT, 262
ABILITY_CARD__EYE_FOR_AN_EYE_TIER_2, 262
ABILITY_CARD__EYE_FOR_AN_EYE_TIER_2_EFFECT, 262
ABILITY_CARD__EYE_FOR_AN_EYE_TIER_3, 262
ABILITY_CARD__EYE_FOR_AN_EYE_TIER_3_EFFECT, 262
ABILITY_CARD__FOCUS_FIRE_TIER_1, 262
ABILITY_CARD__FOCUS_FIRE_TIER_1_EFFECT, 262
ABILITY_CARD__FOCUS_FIRE_TIER_2, 262
ABILITY_CARD__FOCUS_FIRE_TIER_2_EFFECT, 262
ABILITY_CARD__FOCUS_FIRE_TIER_3, 262
ABILITY_CARD__FOCUS_FIRE_TIER_3_EFFECT, 262
ABILITY_CARD__FOOL_ME_ONCE_INDICATOR, 262
ABILITY_CARD__FOOL_ME_ONCE_TIER_1, 262
ABILITY_CARD__FOOL_ME_ONCE_TIER_1_EFFECT, 262
ABILITY_CARD__FOOL_ME_ONCE_TIER_2, 262
ABILITY_CARD__FOOL_ME_ONCE_TIER_2_EFFECT, 262
ABILITY_CARD__FOOL_ME_ONCE_TIER_3, 262
ABILITY_CARD__FOOL_ME_ONCE_TIER_3_EFFECT, 262
ABILITY_CARD__FRIENDS_FOR_LIFE_TIER_1, 262
ABILITY_CARD__FRIENDS_FOR_LIFE_TIER_1_EFFECT, 262
ABILITY_CARD__FRIENDS_FOR_LIFE_TIER_2, 262
ABILITY_CARD__FRIENDS_FOR_LIFE_TIER_2_EFFECT, 262
ABILITY_CARD__FRIENDS_FOR_LIFE_TIER_3, 262
ABILITY_CARD__FRIENDS_FOR_LIFE_TIER_3_EFFECT, 262
ABILITY_CARD__HANGMAN_INDICATOR, 262
ABILITY_CARD__HANGMAN_TIER_1, 262
ABILITY_CARD__HANGMAN_TIER_1_EFFECT, 262
ABILITY_CARD__HANGMAN_TIER_2, 262
ABILITY_CARD__HANGMAN_TIER_2_EFFECT, 262
ABILITY_CARD__HANGMAN_TIER_3, 262
ABILITY_CARD__HANGMAN_TIER_3_EFFECT, 262
ABILITY_CARD__HORSEMAN_TIER_1, 262
ABILITY_CARD__HORSEMAN_TIER_1_EFFECT, 262
ABILITY_CARD__HORSEMAN_TIER_2, 262
ABILITY_CARD__HORSEMAN_TIER_2_EFFECT, 262
ABILITY_CARD__HORSEMAN_TIER_3, 262
ABILITY_CARD__HORSEMAN_TIER_3_EFFECT, 262
ABILITY_CARD__HUNKER_DOWN_TIER_1, 262
ABILITY_CARD__HUNKER_DOWN_TIER_1_EFFECT, 262
ABILITY_CARD__HUNKER_DOWN_TIER_2, 262
ABILITY_CARD__HUNKER_DOWN_TIER_2_EFFECT, 262
ABILITY_CARD__HUNKER_DOWN_TIER_3, 262
ABILITY_CARD__HUNKER_DOWN_TIER_3_EFFECT, 262
ABILITY_CARD__IRON_LUNG_TIER_1, 262
ABILITY_CARD__IRON_LUNG_TIER_1_EFFECT, 262
ABILITY_CARD__IRON_LUNG_TIER_2, 262
ABILITY_CARD__IRON_LUNG_TIER_2_EFFECT, 262
ABILITY_CARD__IRON_LUNG_TIER_3, 262
ABILITY_CARD__IRON_LUNG_TIER_3_EFFECT, 262
ABILITY_CARD__KICK_IN_THE_BUTT_TIER_1, 262
ABILITY_CARD__KICK_IN_THE_BUTT_TIER_1_EFFECT, 262
ABILITY_CARD__KICK_IN_THE_BUTT_TIER_2, 262
ABILITY_CARD__KICK_IN_THE_BUTT_TIER_2_EFFECT, 262
ABILITY_CARD__KICK_IN_THE_BUTT_TIER_3, 262
ABILITY_CARD__KICK_IN_THE_BUTT_TIER_3_EFFECT, 262
ABILITY_CARD__LANDONS_PATIENCE_TIER_1, 262
ABILITY_CARD__LANDONS_PATIENCE_TIER_1_EFFECT, 262
ABILITY_CARD__LANDONS_PATIENCE_TIER_2, 262
ABILITY_CARD__LANDONS_PATIENCE_TIER_2_EFFECT, 262
ABILITY_CARD__LANDONS_PATIENCE_TIER_3, 262
ABILITY_CARD__LANDONS_PATIENCE_TIER_3_EFFECT, 262
ABILITY_CARD__LIVE_FOR_THE_FIGHT_TIER_1, 262
ABILITY_CARD__LIVE_FOR_THE_FIGHT_TIER_1_EFFECT, 262
ABILITY_CARD__LIVE_FOR_THE_FIGHT_TIER_2, 262
ABILITY_CARD__LIVE_FOR_THE_FIGHT_TIER_2_EFFECT, 262
ABILITY_CARD__LIVE_FOR_THE_FIGHT_TIER_3, 262
ABILITY_CARD__LIVE_FOR_THE_FIGHT_TIER_3_EFFECT, 262
ABILITY_CARD__NECESSITY_BREEDS_TIER_1, 262
ABILITY_CARD__NECESSITY_BREEDS_TIER_1_EFFECT, 262
ABILITY_CARD__NECESSITY_BREEDS_TIER_2, 262
ABILITY_CARD__NECESSITY_BREEDS_TIER_2_EFFECT, 262
ABILITY_CARD__NECESSITY_BREEDS_TIER_3, 262
ABILITY_CARD__NECESSITY_BREEDS_TIER_3_EFFECT, 262
ABILITY_CARD__NEVER_WITHOUT_ONE_PENALTY, 262
ABILITY_CARD__NEVER_WITHOUT_ONE_TIER_1, 262
ABILITY_CARD__NEVER_WITHOUT_ONE_TIER_1_EFFECT, 262
ABILITY_CARD__NEVER_WITHOUT_ONE_TIER_2, 262
ABILITY_CARD__NEVER_WITHOUT_ONE_TIER_2_EFFECT, 262
ABILITY_CARD__NEVER_WITHOUT_ONE_TIER_3, 262
ABILITY_CARD__NEVER_WITHOUT_ONE_TIER_3_EFFECT, 262
ABILITY_CARD__OF_SINGLE_PURPOSE_INDICATOR, 262
ABILITY_CARD__OF_SINGLE_PURPOSE_TIER_1, 262
ABILITY_CARD__OF_SINGLE_PURPOSE_TIER_1_EFFECT, 262
ABILITY_CARD__OF_SINGLE_PURPOSE_TIER_2, 262
ABILITY_CARD__OF_SINGLE_PURPOSE_TIER_2_EFFECT, 262
ABILITY_CARD__OF_SINGLE_PURPOSE_TIER_3, 262
ABILITY_CARD__OF_SINGLE_PURPOSE_TIER_3_EFFECT, 262
ABILITY_CARD__OVERRIDE_REVENGE_SLOW_TIME, 262
ABILITY_CARD__OVERRIDE_REVENGE_SLOW_TIME_COST, 262
ABILITY_CARD__OVERRIDE_REVENGE_SLOW_TIME_INDICATOR, 262
ABILITY_CARD__PAINT_IT_BLACK_INDICATOR, 262
ABILITY_CARD__PAINT_IT_BLACK_TIER_1, 262
ABILITY_CARD__PAINT_IT_BLACK_TIER_1_COST, 262
ABILITY_CARD__PAINT_IT_BLACK_TIER_2, 262
ABILITY_CARD__PAINT_IT_BLACK_TIER_2_COST, 262
ABILITY_CARD__PAINT_IT_BLACK_TIER_3, 262
ABILITY_CARD__PAINT_IT_BLACK_TIER_3_COST, 262
ABILITY_CARD__PEAK_CONDITION_TIER_1, 262
ABILITY_CARD__PEAK_CONDITION_TIER_1_EFFECT, 262
ABILITY_CARD__PEAK_CONDITION_TIER_2, 262
ABILITY_CARD__PEAK_CONDITION_TIER_2_EFFECT, 262
ABILITY_CARD__PEAK_CONDITION_TIER_3, 262
ABILITY_CARD__PEAK_CONDITION_TIER_3_EFFECT, 262
ABILITY_CARD__QUITE_AN_INSPIRATION_AURA, 262
ABILITY_CARD__QUITE_AN_INSPIRATION_TIER_1, 262
ABILITY_CARD__QUITE_AN_INSPIRATION_TIER_1_EFFECT, 262
ABILITY_CARD__QUITE_AN_INSPIRATION_TIER_2, 262
ABILITY_CARD__QUITE_AN_INSPIRATION_TIER_2_EFFECT, 262
ABILITY_CARD__QUITE_AN_INSPIRATION_TIER_3, 262
ABILITY_CARD__QUITE_AN_INSPIRATION_TIER_3_EFFECT, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_1, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_1_DAMAGE_DEALT_EFFECT, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_1_DAMAGE_TAKEN_EFFECT, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_2, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_2_DAMAGE_DEALT_EFFECT, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_2_DAMAGE_TAKEN_EFFECT, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_3, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_3_DAMAGE_DEALT_EFFECT, 262
ABILITY_CARD__RIDE_LIKE_THE_WIND_TIER_3_DAMAGE_TAKEN_EFFECT, 262
ABILITY_CARD__SHARPSHOOTER_TIER_1, 262
ABILITY_CARD__SHARPSHOOTER_TIER_1_EFFECT, 262
ABILITY_CARD__SHARPSHOOTER_TIER_2, 262
ABILITY_CARD__SHARPSHOOTER_TIER_2_EFFECT, 262
ABILITY_CARD__SHARPSHOOTER_TIER_3, 262
ABILITY_CARD__SHARPSHOOTER_TIER_3_EFFECT, 262
ABILITY_CARD__SLIPPERY_BASTARD_PENALTY, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_1, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_1_COST, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_1_EFFECT, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_2, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_2_COST, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_2_EFFECT, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_3, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_3_COST, 262
ABILITY_CARD__SLIPPERY_BASTARD_TIER_3_EFFECT, 262
ABILITY_CARD__SLOW_AND_STEADY_AURA, 262
ABILITY_CARD__SLOW_AND_STEADY_PENALTIES, 262
ABILITY_CARD__SLOW_AND_STEADY_TIER_1, 262
ABILITY_CARD__SLOW_AND_STEADY_TIER_1_EFFECT, 262
ABILITY_CARD__SLOW_AND_STEADY_TIER_2, 262
ABILITY_CARD__SLOW_AND_STEADY_TIER_2_EFFECT, 262
ABILITY_CARD__SLOW_AND_STEADY_TIER_3, 262
ABILITY_CARD__SLOW_AND_STEADY_TIER_3_EFFECT, 262
ABILITY_CARD__STRANGE_MEDICINE_TIER_1, 262
ABILITY_CARD__STRANGE_MEDICINE_TIER_1_EFFECT, 262
ABILITY_CARD__STRANGE_MEDICINE_TIER_2, 262
ABILITY_CARD__STRANGE_MEDICINE_TIER_2_EFFECT, 262
ABILITY_CARD__STRANGE_MEDICINE_TIER_3, 262
ABILITY_CARD__STRANGE_MEDICINE_TIER_3_EFFECT, 262
ABILITY_CARD__STRENGTH_IN_NUMBERS_INDICATOR, 262
ABILITY_CARD__STRENGTH_IN_NUMBERS_TIER_1, 262
ABILITY_CARD__STRENGTH_IN_NUMBERS_TIER_1_EFFECT, 262
ABILITY_CARD__STRENGTH_IN_NUMBERS_TIER_2, 262
ABILITY_CARD__STRENGTH_IN_NUMBERS_TIER_2_EFFECT, 262
ABILITY_CARD__STRENGTH_IN_NUMBERS_TIER_3, 262
ABILITY_CARD__STRENGTH_IN_NUMBERS_TIER_3_EFFECT, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_1, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_1_LOCAL_EFFECT, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_1_REMOTE_EFFECT, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_2, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_2_LOCAL_EFFECT, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_2_REMOTE_EFFECT, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_3, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_3_LOCAL_EFFECT, 262
ABILITY_CARD__TAKE_THE_PAIN_AWAY_TIER_3_REMOTE_EFFECT, 262
ABILITY_CARD__THE_GIFT_OF_FOCUS_TIER_1, 262
ABILITY_CARD__THE_GIFT_OF_FOCUS_TIER_1_EFFECT, 262
ABILITY_CARD__THE_GIFT_OF_FOCUS_TIER_2, 262
ABILITY_CARD__THE_GIFT_OF_FOCUS_TIER_2_EFFECT, 262
ABILITY_CARD__THE_GIFT_OF_FOCUS_TIER_3, 262
ABILITY_CARD__THE_GIFT_OF_FOCUS_TIER_3_EFFECT, 262
ABILITY_CARD__THE_SHORT_GAME_TIER_1, 262
ABILITY_CARD__THE_SHORT_GAME_TIER_1_EFFECT, 262
ABILITY_CARD__THE_SHORT_GAME_TIER_2, 262
ABILITY_CARD__THE_SHORT_GAME_TIER_2_EFFECT, 262
ABILITY_CARD__THE_SHORT_GAME_TIER_3, 262
ABILITY_CARD__THE_SHORT_GAME_TIER_3_EFFECT, 262
ABILITY_CARD__THE_UNBLINKING_EYE_DEADEYE_INDICATOR, 262
ABILITY_CARD__THE_UNBLINKING_EYE_EAGLE_EYE_INDICATOR, 262
ABILITY_CARD__THE_UNBLINKING_EYE_TIER_1, 262
ABILITY_CARD__THE_UNBLINKING_EYE_TIER_1_EFFECT, 262
ABILITY_CARD__THE_UNBLINKING_EYE_TIER_2, 262
ABILITY_CARD__THE_UNBLINKING_EYE_TIER_2_EFFECT, 262
ABILITY_CARD__THE_UNBLINKING_EYE_TIER_3, 262
ABILITY_CARD__THE_UNBLINKING_EYE_TIER_3_EFFECT, 262
ABILITY_CARD__TO_FIGHT_ANOTHER_DAY_TIER_1, 262
ABILITY_CARD__TO_FIGHT_ANOTHER_DAY_TIER_1_EFFECT, 262
ABILITY_CARD__TO_FIGHT_ANOTHER_DAY_TIER_2, 262
ABILITY_CARD__TO_FIGHT_ANOTHER_DAY_TIER_2_EFFECT, 262
ABILITY_CARD__TO_FIGHT_ANOTHER_DAY_TIER_3, 262
ABILITY_CARD__TO_FIGHT_ANOTHER_DAY_TIER_3_EFFECT, 262
ABILITY_CARD__WINNING_STREAK_INDICATOR, 262
ABILITY_CARD__WINNING_STREAK_TIER_1, 262
ABILITY_CARD__WINNING_STREAK_TIER_1_EFFECT, 262
ABILITY_CARD__WINNING_STREAK_TIER_2, 262
ABILITY_CARD__WINNING_STREAK_TIER_2_EFFECT, 262
ABILITY_CARD__WINNING_STREAK_TIER_3, 262
ABILITY_CARD__WINNING_STREAK_TIER_3_EFFECT, 262
ABSOLUTE, 10
ACCEPT, 22
ACCEPT_DRUNK, 6
ACCEPT_FALLBACK, 6
ACCEPT_FAR, 6
ACCEPT_FEMALE, 10
ACCEPT_GENERIC, 12
ACCEPT_IMPROVED, 6
ACCEPT_MALE, 10
ACCEPT_MISSION, 20
ACCEPT_MULTIPLE_OBJECTIVE, 10
ACCEPT_MULTIPLE_OBJECTIVE_FEMALE, 10
ACCEPT_MULTIPLE_OBJECTIVE_MALE, 10
ACCEPT_NEAR, 6
ACCEPT_REGULAR, 6
ACCEPT_SINGLE_OBJECTIVE, 10
ACCEPT_SINGLE_OBJECTIVE_FEMALE, 10
ACCEPT_SINGLE_OBJECTIVE_MALE, 10
ACCEPT_SPECIAL, 8
ACCESSORIES, 10
ACCS_MR1_059, 10
ACCURACY, 4
ACH_ART, 12
ACH_BEAR, 12
ACH_BOUNTY, 12
ACH_B_AND_E, 12
ACH_CHP1, 12
ACH_CHP2, 12
ACH_CHP3, 12
ACH_CHP4, 12
ACH_CHP5, 12
ACH_COLLECT, 12
ACH_GOLDRUSH, 12
ACH_HONOR, 12
ACH_MINIGAMES, 12
ACH_MP_BONDING, 12
ACH_MP_BUCKLE, 12
ACH_MP_BUTCHER, 12
ACH_MP_COUNTER, 12
ACH_MP_CRAFT, 12
ACH_MP_CRAFTAMMO, 12
ACH_MP_FREEMODE, 12
ACH_MP_GUN4HIRE, 12
ACH_MP_HERBS, 12
ACH_MP_HOME, 12
ACH_MP_HORSES, 12
ACH_MP_INTRO, 12
ACH_MP_MVP, 12
ACH_MP_PERSISTENT, 12
ACH_MP_POSSE, 12
ACH_MP_SERIES, 12
ACH_RC, 12
ACH_RCKPT, 12
ACH_TO_POOR, 12
ACH_UPGR_W, 12
ACTION, 4
ACTIONDONE, 62
ACTIVEHORSECAMOFFSET, 2
ACTIVE_CARD, 136
ACW_EXPL_RANK_01_TREASURE, 116
ACW_HUNT_RANK_02_RABBITS, 4
ADD, 6
ADD_TO_AUDIO_MIX_GROUP, 2
ADEADEYE_COST_ACTIVATION, 262
ADEADEYE_COST_DURATION, 262
ADEADEYE_COST_PER_SHOT, 262
ADEADEYE__ALTER_CORE_PER_SECOND_PERCENT, 262
ADEADEYE__ALTER_TANK_BULLET_DAMAGE_TAKEN_PERCENT, 262
ADEADEYE__ALTER_TANK_DAMAGE_TAKEN_PERCENT, 262
ADEADEYE__ALTER_TANK_PER_SECOND_PERCENT, 262
ADEADEYE__GAIN_ON_HEADSHOT_PERCENT, 262
ADEADEYE__GAIN_ON_REVIVE_PERCENT, 262
ADF_ARM_GRAB, 2
ADF_ATTACK, 2
ADF_AUTO_SHOVE, 2
ADF_BREAKOUT, 2
ADF_CHALLENGE, 2
ADF_CHOKE, 2
ADF_COUNTER, 2
ADF_DEFENSIVE_AREA_AUTO_GRAPPLE, 2
ADF_DISARM, 2
ADF_DODGE, 2
ADF_ENVIRONMENTAL_FLOURISH, 2
ADF_ESCAPE, 2
ADF_EXECUTION, 2
ADF_FAILED_TAKEDOWN, 2
ADF_GRAPPLE, 2
ADF_GRAPPLE_TRANSITION, 2
ADF_KICK, 2
ADF_KNOCKOUT, 2
ADF_LEAD_IN, 2
ADF_LEG_GRAB, 2
ADF_MELEE, 2
ADF_PAIRED_TURN_ATTACK, 2
ADF_PARRY, 2
ADF_RELEASE, 2
ADF_REVERSAL, 2
ADF_SHOVE, 2
ADF_STEALTH_KILL, 2
ADF_STRUGGLE, 2
ADF_TACKLE, 2
ADF_TAKEDOWN, 2
ADF_TAUNT, 2
ADL_INT_DETAILS, 4
ADL_WINTER01_HOUSEBURNT_CHEST, 2
ADVERSARY_SERIES, 6
ADVERT, 26
ADVERT_FULLPAGE, 192
AGGRESSIVE, 10
AGGRESSIVE_GENERAL, 10
AGGRESSIVE_TO_GIVER, 8
AGGRO, 10
AGGRO_GROUP_AGGRO, 4
AGGRO_GROUP_NOT_AGGRO, 4
AGUASDULCESFARM, 2
AGUASDULCESRUINS, 2
AGUASDULCESVILLA, 2
AGU_FUS_CAVE_INT, 18
AHEALTH__ALTER_CORE_PER_SECOND_PERCENT, 262
AHEALTH__ALTER_TANK_PER_SECOND_PERCENT, 262
AHEALTH__ALTER_TOTAL_PER_MINUTE_PERCENT, 262
AHEALTH__GAIN_KILL_PERCENT_NON_STR_WEAPON, 262
AHEALTH__GAIN_KILL_PERCENT_STR_WEAPON, 262
AHEALTH__GAIN_ON_DAMAGE_DEALT_PERCENT, 262
AHEALTH__GAIN_ON_KILL_PERCENT, 262
AHORSE__HEALTH_GAIN_ON_DAMAGE_DEALT_PERCENT, 262
AHORSE__HEALTH_GAIN_ON_DAMAGE_TAKEN_PERCENT, 262
AHORSE__STAMINA_GAIN_ON_DAMAGE_DEALT_PERCENT, 262
AHORSE__STAMINA_GAIN_ON_DAMAGE_TAKEN_PERCENT, 262
AIM, 22
AIM_AT_PED, 12
AIM_ESCALATED, 8
AI_DRIVER_REACHED_DRIVE_TO, 8
ALASKANGINSENG_P, 4
ALASSO__DAMAGE_DEALT_PER_SECOND, 262
ALBEDO, 110
ALDEN, 36
ALERT, 4
ALERTED_BY_CAMP_DOG, 2
ALERT_SCREEN, 4
ALIGN_AS_ONE, 12
ALIGN_TO_GROUND, 10
ALL, 6
ALLIGATORS, 4
ALLIGATOR_TOOTH, 116
ALLOW_IN_MELEE, 4
ALLOW_SHOP_ENTRANCE, 4
ALLY_DISTANCE_NEARBY_ENTER, 4
ALLY_DISTANCE_NEARBY_EXIT, 4
ALLY_ENTER_DEADEYE, 336
ALLY_LEAVE_DEADEYE, 262
ALL_ALLY_NEUTRAL, 102
ALL_ALLY_STANDARD, 136
ALL_ALLY_STANDARD_SEAMLESS, 102
ALL_LINKED_ENTITIES_DEAD, 4
ALL_LINKED_ENTITIES_DEAD_AND_NOT_AGGRO, 6
ALL_NO_HUD, 2
ALL_NO_HUD_NO_SHARD, 2
ALL_NO_HUD_NO_START_SHARD, 2
ALL_NO_START_SHARD, 2
ALL_OBJECTIVES_DEAD, 2
ALL_OBJECTIVES_EVER_ESCORTED, 4
ALL_OR_NOTHING, 12
ALL_REQUIRED_KILL_ENEMIES_DEAD, 2
ALL_REQUIRED_KILL_ENEMIES_DEAD_NO_CHASERS, 2
ALL_WAVES_COMPLETE_OR_ENTITY_SEEN, 4
ALL_WAVES_COMPLETE_OR_OBJECTIVE_TURNED_IN, 4
ALT_GIVER_HELP_AGGRO, 2
ALT_GIVER_HELP_BOUNTY, 2
ALT_GIVER_HELP_COOLDOWN, 2
ALT_GIVER_HELP_HIDDEN, 2
ALT_GIVER_HELP_LEADER, 2
ALT_GIVER_HELP_NO_MISSION, 2
ALT_GIVER_HELP_WANTED, 2
ALT_STRANGER_HELP_AGGRO, 2
ALT_STRANGER_HELP_BOUNTY, 2
ALT_STRANGER_HELP_COOLDOWN, 2
ALT_STRANGER_HELP_HIDDEN, 2
ALT_STRANGER_HELP_LEADER, 2
ALT_STRANGER_HELP_NO_MISSION, 2
ALT_STRANGER_HELP_WANTED, 2
AMBARINO, 4
AMBIENT, 32
